ZOMET_IRONI,SEMEL_YISHUV,total_rows,total_accidents,fatal_accidents,severe_accidents,light_accidents,PK_TEUNA_FIKT,risk_score,CITY_NAME_EN
8480012,6200,2,1,0,2,0,2023042521,4,BAT YAM
8490012,7900,2,1,0,0,2,2023019137,2,PETAH TIQWA
8490021,9000,3,1,0,0,3,2023040124,3,BE'ER SHEVA
8490521,4000,2,1,0,0,2,2023020625,2,HAIFA
8500001,2600,2,1,0,0,2,2023025675,2,ELAT
8510004,6400,2,1,0,2,0,2023055403,4,HERZELIYYA
8520001,6500,2,1,0,0,2,2023034794,2,HADERA
8520212,8600,2,1,0,0,2,2023035260,2,RAMAT GAN
8530004,6400,3,1,0,0,3,2023009818,3,HERZELIYYA
8540001,2600,2,1,0,0,2,2023013168,2,ELAT
8540011,6200,3,1,0,0,3,2023084174,3,BAT YAM
8540012,7900,2,1,0,0,2,2023041788,2,PETAH TIQWA
8550002,7100,3,1,0,0,3,2023082970,3,ASHQELON
8550031,7400,2,1,0,0,2,2023011701,2,NETANYA
8560004,6400,4,1,0,0,4,2023067733,4,HERZELIYYA
8560024,6100,2,1,0,0,2,2023065844,2,BENE BERAQ
8580001,2630,2,1,0,0,2,2023059254,2,QIRYAT GAT
8580214,8600,2,1,0,0,2,2023054122,2,RAMAT GAN
8590011,70,2,1,0,0,2,2023012339,2,ASHDOD
8590059,2630,2,1,0,0,2,2023002406,2,QIRYAT GAT
8590240,2630,2,1,0,0,2,2023061617,2,QIRYAT GAT
8590244,2630,2,1,2,0,0,2023059428,6,QIRYAT GAT
8590247,2630,2,1,0,0,2,2023089341,2,QIRYAT GAT
8600005,8400,2,1,0,0,2,2023029690,2,REHOVOT
8600177,6700,6,1,0,0,6,2023076404,8,TIBERIAS
8600178,6700,2,1,0,0,2,2023092094,2,TIBERIAS
8600344,5000,2,1,0,0,2,2023011350,2,TEL AVIV - YAFO
8610007,8300,2,1,0,0,2,2023010347,2,RISHON LEZIYYON
8610023,7900,2,1,0,0,2,2023030637,2,PETAH TIQWA
8610344,5000,2,1,0,0,2,2023078531,2,TEL AVIV - YAFO
8620023,7400,3,1,0,0,3,2023054365,3,NETANYA
8630005,8400,3,1,0,0,3,2023043229,3,REHOVOT
8650023,7400,2,1,0,0,2,2023021858,2,NETANYA
8660022,7900,2,1,0,0,2,2023023566,2,PETAH TIQWA
8670004,8300,2,1,0,0,2,2023022121,2,RISHON LEZIYYON
8690003,7800,2,1,0,0,2,2023048069,2,PARDES HANNA-KARKUR
8690056,6600,2,1,0,0,2,2023039547,2,HOLON
8710056,6600,2,1,0,0,2,2023096931,2,HOLON
8710345,5000,2,1,0,0,2,2023085299,2,TEL AVIV - YAFO
8720001,2600,3,1,0,0,3,2023037551,3,ELAT
8720005,8300,3,1,0,0,3,2023019715,3,RISHON LEZIYYON
8730005,8300,3,1,0,0,3,2023074693,3,RISHON LEZIYYON
8750001,7100,2,1,0,0,2,2023033544,2,ASHQELON
8750002,70,2,1,0,0,2,2023037705,2,ASHDOD
8760001,2600,2,1,0,0,2,2023003849,2,ELAT
8770021,6100,3,1,0,3,0,2023014137,6,BENE BERAQ
8780063,2600,2,1,0,0,2,2023071880,2,ELAT
8780121,2600,2,1,0,2,0,2023099469,4,ELAT
8780147,2600,2,1,0,0,2,2023037245,2,ELAT
8780271,2600,2,1,0,2,0,2023094339,4,ELAT
8810021,7900,2,1,0,0,2,2023027815,2,PETAH TIQWA
8820021,6100,2,1,0,0,2,2023033731,2,BENE BERAQ
8830021,7100,2,1,0,0,2,2023001462,2,ASHQELON
8840017,7800,2,1,0,0,2,2023061031,2,PARDES HANNA-KARKUR
8840029,7800,2,1,0,0,2,2023043385,2,PARDES HANNA-KARKUR
8840033,7400,2,1,0,0,2,2023091869,2,NETANYA
8840035,7800,2,1,0,0,2,2023073542,2,PARDES HANNA-KARKUR
8840076,7800,2,1,0,0,2,2023037658,2,PARDES HANNA-KARKUR
8840095,7800,3,1,0,0,3,2023083394,3,PARDES HANNA-KARKUR
8840139,7800,2,1,0,0,2,2023033524,2,PARDES HANNA-KARKUR
8840179,7800,2,1,0,0,2,2023000288,2,PARDES HANNA-KARKUR
8840299,7800,3,1,0,0,3,2023079709,3,PARDES HANNA-KARKUR
8850022,7900,2,1,0,0,2,2023083007,2,PETAH TIQWA
8880052,70,2,1,0,2,0,2023000520,4,ASHDOD
8890005,9100,2,1,0,0,2,2023067993,2,NAHARIYYA
8920021,7100,2,1,0,0,2,2023082360,2,ASHQELON
8940022,6100,2,1,0,2,0,2023072110,4,BENE BERAQ
8940111,3000,2,1,0,2,0,2023049539,4,JERUSALEM
8950005,8300,2,1,0,0,2,2023008901,2,RISHON LEZIYYON
8960002,7300,2,1,0,0,2,2023096097,2,NAZARETH
8960041,70,1,1,0,0,1,2023062354,1,ASHDOD
8960051,6200,2,1,0,0,2,2023053605,2,BAT YAM
8960073,6600,2,1,0,0,2,2023074103,2,HOLON
8960432,5000,2,1,0,0,2,2023006884,2,TEL AVIV - YAFO
8970074,6600,2,1,0,0,2,2023020782,2,HOLON
8980008,8400,2,1,0,2,0,2023099135,4,REHOVOT
8990071,6600,4,1,0,4,0,2023015803,8,HOLON
9000008,8400,3,1,0,0,3,2023077887,3,REHOVOT
9000022,6100,2,1,0,0,2,2023047857,2,BENE BERAQ
9020032,7400,2,1,0,0,2,2023020459,2,NETANYA
9020123,8600,2,1,0,2,0,2023061061,4,RAMAT GAN
9020422,4000,2,1,0,0,2,2023097221,2,HAIFA
9030032,7900,2,1,0,0,2,2023067725,2,PETAH TIQWA
9040335,70,2,1,0,0,2,2023072915,2,ASHDOD
9050035,7400,3,1,0,0,3,2023092338,3,NETANYA
9060032,7900,2,1,0,0,2,2023024119,2,PETAH TIQWA
9060041,70,5,1,0,0,5,2023006079,5,ASHDOD
9070213,6200,2,1,0,0,2,2023030272,2,BAT YAM
9080132,70,2,1,0,0,2,2023085463,2,ASHDOD
9090032,7900,2,1,0,0,2,2023069791,2,PETAH TIQWA
9100032,7900,2,1,0,0,2,2023080536,2,PETAH TIQWA
9110121,3000,2,1,0,0,2,2023023518,2,JERUSALEM
9120004,6500,3,1,0,0,3,2023023068,3,HADERA
9140004,8300,2,1,2,0,0,2023044387,6,RISHON LEZIYYON
9140008,70,2,1,0,2,0,2023083358,4,ASHDOD
9140022,6600,1,1,0,1,0,2023005943,2,HOLON
9150121,3000,2,1,0,0,2,2023042760,2,JERUSALEM
9160031,7300,2,1,0,2,0,2023030931,4,NAZARETH
9190123,3000,2,1,0,2,0,2023033868,4,JERUSALEM
9190323,5000,2,1,0,0,2,2023083163,2,TEL AVIV - YAFO
9190335,70,1,1,0,0,1,2023073135,1,ASHDOD
9210023,6600,2,1,0,0,2,2023075112,2,HOLON
9210033,6200,2,1,0,0,2,2023005027,2,BAT YAM
9210322,4000,2,1,0,0,2,2023061768,2,HAIFA
9220009,6500,2,1,0,0,2,2023005915,2,HADERA
9220033,7900,3,1,0,0,3,2023039222,3,PETAH TIQWA
9220073,70,2,1,0,0,2,2023085637,2,ASHDOD
9230033,7900,3,1,0,0,3,2023033964,3,PETAH TIQWA
9230123,8600,2,1,0,2,0,2023077798,4,RAMAT GAN
9240003,8300,3,1,0,0,3,2023051447,3,RISHON LEZIYYON
9240006,7000,2,1,0,0,2,2023093432,2,LOD
9240176,3000,3,1,0,0,3,2023067168,3,JERUSALEM
9250001,8700,2,1,0,2,0,2023081849,4,RA'ANANA
9250002,7000,2,1,0,0,2,2023087959,2,LOD
9280033,7900,2,1,0,0,2,2023050307,2,PETAH TIQWA
9300003,2650,3,1,0,0,3,2023092576,3,RAMAT HASHARON
9310051,7400,2,1,0,0,2,2023004398,2,NETANYA
9330041,70,2,1,0,0,2,2023084110,2,ASHDOD
9360043,6100,2,1,0,0,2,2023091352,2,BENE BERAQ
9370006,8700,2,1,0,0,2,2023002815,2,RA'ANANA
9370051,7400,2,1,0,0,2,2023097296,2,NETANYA
9370211,70,3,1,0,0,3,2023096883,3,ASHDOD
9380123,70,3,1,0,0,3,2023068701,3,ASHDOD
9400004,6500,2,1,0,0,2,2023034967,2,HADERA
9410172,3000,2,1,0,0,2,2023034555,2,JERUSALEM
9430042,7900,2,1,0,0,2,2023099217,2,PETAH TIQWA
9430124,8600,2,1,0,0,2,2023076676,2,RAMAT GAN
9430323,4000,7,1,0,7,0,2023083957,14,HAIFA
9450137,70,2,1,0,0,2,2023089022,2,ASHDOD
9470113,8600,2,1,0,2,0,2023067016,4,RAMAT GAN
9510006,7300,3,1,0,0,3,2023092755,3,NAZARETH
9510043,7900,3,1,0,0,3,2023009050,3,PETAH TIQWA
9520012,9000,3,1,0,3,0,2023051603,6,BE'ER SHEVA
9520041,6100,2,1,0,0,2,2023000073,2,BENE BERAQ
9520043,7900,2,1,0,0,2,2023033270,2,PETAH TIQWA
9520113,8600,2,1,0,2,0,2023045571,4,RAMAT GAN
9540014,7900,2,1,0,0,2,2023087632,2,PETAH TIQWA
9550002,8700,2,1,0,0,2,2023002367,2,RA'ANANA
9550014,7900,3,1,0,0,3,2023094908,3,PETAH TIQWA
9580001,8700,2,1,0,0,2,2023027178,2,RA'ANANA
9590122,8600,2,1,0,0,2,2023012823,2,RAMAT GAN
9610010,466,2,1,0,2,0,2023067042,4,BET DAGAN
9660011,6600,2,1,0,0,2,2023063705,2,HOLON
9670011,6600,5,1,0,0,5,2023092811,5,HOLON
9680042,6100,2,1,0,0,2,2023078997,2,BENE BERAQ
9680325,70,2,1,0,0,2,2023066156,2,ASHDOD
9690001,8700,2,1,0,0,2,2023015933,2,RA'ANANA
9740124,3000,2,1,0,0,2,2023090530,2,JERUSALEM
9740422,4000,3,1,0,0,3,2023068623,3,HAIFA
9770062,7900,2,1,0,0,2,2023023688,2,PETAH TIQWA
9770414,5000,4,1,0,0,4,2023047966,4,TEL AVIV - YAFO
9780007,6500,2,1,0,0,2,2023099278,2,HADERA
9790117,8600,2,1,0,0,2,2023031063,2,RAMAT GAN
9800053,6500,2,1,0,0,2,2023064428,2,HADERA
9800130,6500,3,1,0,0,3,2023099156,3,HADERA
9800154,6500,2,1,0,0,2,2023034065,2,HADERA
9800200,6500,2,1,0,0,2,2023055595,2,HADERA
9800443,6500,2,1,0,0,2,2023047056,2,HADERA
9800532,6500,3,1,0,0,3,2023044628,3,HADERA
9800557,6500,2,1,0,0,2,2023099172,2,HADERA
9820001,7300,2,1,2,0,0,2023067434,6,NAZARETH
9840051,9000,3,1,0,3,0,2023084791,6,BE'ER SHEVA
9840052,70,2,1,0,0,2,2023087244,2,ASHDOD
9850034,6400,2,1,0,0,2,2023041928,2,HERZELIYYA
9850413,5000,5,1,0,0,5,2023068983,5,TEL AVIV - YAFO
9860001,7100,2,1,0,0,2,2023082690,2,ASHQELON
9860314,7400,3,1,0,0,3,2023007876,3,NETANYA
9880008,8700,2,1,0,0,2,2023053130,2,RA'ANANA
9880054,7900,2,1,0,0,2,2023056196,2,PETAH TIQWA
9890011,70,2,1,0,0,2,2023045103,2,ASHDOD
9890041,6100,2,1,0,2,0,2023081814,4,BENE BERAQ
9890314,7400,2,1,0,0,2,2023032834,2,NETANYA
9900052,7900,3,1,0,0,3,2023028753,3,PETAH TIQWA
9910052,6600,2,1,0,2,0,2023044268,4,HOLON
9910422,5000,2,1,0,0,2,2023017007,2,TEL AVIV - YAFO
9930052,7900,2,1,0,0,2,2023016629,2,PETAH TIQWA
9940053,7400,3,1,0,0,3,2023083384,3,NETANYA
9950527,4000,2,1,0,0,2,2023045727,2,HAIFA
9990001,70,2,1,0,0,2,2023097969,2,ASHDOD
10010053,7900,5,1,0,0,5,2023003758,5,PETAH TIQWA
10010313,7400,2,1,0,0,2,2023081594,2,NETANYA
10020001,70,2,1,0,0,2,2023087527,2,ASHDOD
10020114,8600,2,1,0,0,2,2023026519,2,RAMAT GAN
10030065,8500,2,1,2,0,0,2023055884,6,RAMLA
10030201,8500,2,1,0,0,2,2023025267,2,RAMLA
10030235,8500,2,1,0,0,2,2023055270,2,RAMLA
10030255,8500,2,1,0,0,2,2023060878,2,RAMLA
10060423,5000,2,1,0,0,2,2023094646,2,TEL AVIV - YAFO
10070083,6200,2,1,0,0,2,2023011348,2,BAT YAM
10080115,8600,2,1,0,0,2,2023016839,2,RAMAT GAN
10080175,3000,2,1,0,0,2,2023015119,2,JERUSALEM
10120023,6600,3,1,0,0,3,2023028522,3,HOLON
10130033,7100,2,1,0,0,2,2023043257,2,ASHQELON
10150006,70,2,1,0,0,2,2023088680,2,ASHDOD
10150045,70,2,1,0,0,2,2023008616,2,ASHDOD
10150071,70,2,1,0,0,2,2023084523,2,ASHDOD
10150097,70,2,1,0,0,2,2023010382,2,ASHDOD
10150098,70,2,1,0,0,2,2023007118,2,ASHDOD
10150129,70,2,1,0,0,2,2023059079,2,ASHDOD
10150156,70,2,1,0,0,2,2023088956,2,ASHDOD
10150244,70,2,1,0,0,2,2023036009,2,ASHDOD
10150255,70,3,1,0,3,0,2023019526,6,ASHDOD
10150316,70,2,1,0,0,2,2023039076,2,ASHDOD
10150358,70,2,1,0,0,2,2023016019,2,ASHDOD
10150407,70,2,1,0,2,0,2023028759,4,ASHDOD
10150424,5000,2,1,0,0,2,2023074062,2,TEL AVIV - YAFO
10150435,70,2,1,0,0,2,2023031720,2,ASHDOD
10150436,70,2,1,0,0,2,2023085261,2,ASHDOD
10160053,9000,2,1,0,0,2,2023066137,2,BE'ER SHEVA
10160424,5000,2,1,0,0,2,2023034545,2,TEL AVIV - YAFO
10180074,6600,2,1,0,0,2,2023057330,2,HOLON
10180323,7400,2,1,0,0,2,2023022159,2,NETANYA
10180424,5000,2,1,0,0,2,2023075887,2,TEL AVIV - YAFO
10190314,7400,3,1,0,0,3,2023024163,3,NETANYA
10200521,9000,2,1,0,0,2,2023045004,2,BE'ER SHEVA
10220113,7400,2,1,0,0,2,2023042686,2,NETANYA
10220434,5000,4,1,0,0,4,2023075105,4,TEL AVIV - YAFO
10230172,3000,2,1,0,0,2,2023059191,2,JERUSALEM
10260111,8600,2,1,0,0,2,2023061377,2,RAMAT GAN
10280523,4000,3,1,0,0,3,2023064921,3,HAIFA
10300412,6600,2,1,0,0,2,2023078856,2,HOLON
10350008,6400,2,1,0,0,2,2023097652,2,HERZELIYYA
10360016,6100,2,1,0,0,2,2023089831,2,BENE BERAQ
10370025,6100,2,1,0,0,2,2023091857,2,BENE BERAQ
10380127,3000,2,1,0,0,2,2023042249,2,JERUSALEM
10420054,6600,2,1,0,0,2,2023069658,2,HOLON
10440034,7600,2,1,0,0,2,2023059646,2,AKKO
10440051,9000,2,1,0,0,2,2023021471,2,BE'ER SHEVA
10440172,7600,2,1,0,0,2,2023067374,2,AKKO
10440192,7600,2,1,0,0,2,2023007745,2,AKKO
10460041,7900,2,1,0,0,2,2023065748,2,PETAH TIQWA
10480041,7900,2,1,0,0,2,2023061132,2,PETAH TIQWA
10490141,3000,2,1,0,0,2,2023096685,2,JERUSALEM
10490233,4000,2,1,0,0,2,2023043602,2,HAIFA
10500006,8700,2,1,0,2,0,2023072327,4,RA'ANANA
10500159,6400,2,1,0,0,2,2023020110,2,HERZELIYYA
10500351,6400,2,1,0,0,2,2023004123,2,HERZELIYYA
10500817,5000,2,1,0,0,2,2023043973,2,TEL AVIV - YAFO
10510017,7100,3,1,0,0,3,2023004821,3,ASHQELON
10510031,7900,2,1,0,2,0,2023083572,4,PETAH TIQWA
10510052,9000,3,1,0,0,3,2023002283,3,BE'ER SHEVA
10520233,4000,2,1,0,2,0,2023040435,4,HAIFA
10550001,8700,2,1,0,0,2,2023012996,2,RA'ANANA
10590001,6100,2,1,0,0,2,2023030248,2,BENE BERAQ
10590021,7100,2,1,0,0,2,2023092504,2,ASHQELON
10590029,7400,2,1,0,0,2,2023023907,2,NETANYA
10590078,7400,2,1,0,0,2,2023094366,2,NETANYA
10590080,7400,2,1,0,0,2,2023071688,2,NETANYA
10590095,7400,3,1,3,0,0,2023048440,9,NETANYA
10590128,7400,2,1,0,0,2,2023013494,2,NETANYA
10590185,7400,2,1,0,0,2,2023049551,2,NETANYA
10590189,7400,3,1,0,0,3,2023049570,3,NETANYA
10590237,7400,1,1,0,0,1,2023019215,1,NETANYA
10590262,7400,2,1,0,0,2,2023095163,2,NETANYA
10590335,7400,2,1,0,2,0,2023005212,4,NETANYA
10590353,7400,2,1,0,0,2,2023031757,2,NETANYA
10590364,7400,2,1,0,0,2,2023031986,2,NETANYA
10590376,7400,1,1,0,1,0,2023042917,2,NETANYA
10590381,7400,2,1,0,2,0,2023021115,4,NETANYA
10590420,7400,2,1,0,0,2,2023043085,2,NETANYA
10590439,7400,3,1,0,0,3,2023019509,3,NETANYA
10590502,7400,5,1,0,0,5,2023035013,5,NETANYA
10590509,7400,2,1,0,0,2,2023048852,2,NETANYA
10590511,7400,2,1,0,0,2,2023085125,2,NETANYA
10590523,7400,2,1,0,0,2,2023045445,2,NETANYA
10610022,9000,2,1,0,0,2,2023020886,2,BE'ER SHEVA
10610111,8600,2,1,0,2,0,2023000746,4,RAMAT GAN
10630313,4000,3,1,0,0,3,2023077892,3,HAIFA
10680048,8700,2,1,0,0,2,2023001378,2,RA'ANANA
10680282,8700,3,1,0,0,3,2023074290,3,RA'ANANA
10680321,8700,2,1,0,0,2,2023080449,2,RA'ANANA
10680322,8700,3,1,0,0,3,2023062982,3,RA'ANANA
10690513,5000,2,1,0,0,2,2023041710,2,TEL AVIV - YAFO
10700311,4000,3,1,0,0,3,2023049330,3,HAIFA
10720056,6600,2,1,0,2,0,2023094028,4,HOLON
10750011,6600,2,1,0,0,2,2023036922,2,HOLON
10750052,9000,1,1,0,0,1,2023023238,1,BE'ER SHEVA
10770012,9000,2,1,0,0,2,2023020786,2,BE'ER SHEVA
10770143,3000,2,1,0,0,2,2023090511,2,JERUSALEM
10780127,8600,3,1,0,0,3,2023049657,3,RAMAT GAN
10790001,7100,2,1,0,2,0,2023031695,4,ASHQELON
10800029,7100,2,1,0,0,2,2023086356,2,ASHQELON
10800080,7100,2,1,0,2,0,2023007503,4,ASHQELON
10800246,7100,3,1,3,0,0,2023079268,9,ASHQELON
10800352,7100,2,1,0,0,2,2023057262,2,ASHQELON
10800362,7100,2,1,0,0,2,2023065555,2,ASHQELON
10800444,7100,2,1,0,0,2,2023070014,2,ASHQELON
10800457,7100,2,1,0,0,2,2023078887,2,ASHQELON
10800517,5000,2,1,0,0,2,2023066645,2,TEL AVIV - YAFO
10830517,5000,2,1,0,0,2,2023036779,2,TEL AVIV - YAFO
10850012,9000,3,1,0,0,3,2023061829,3,BE'ER SHEVA
10880146,3000,2,1,0,0,2,2023071814,2,JERUSALEM
10890024,7900,2,1,0,2,0,2023095231,4,PETAH TIQWA
10900052,9000,2,1,0,0,2,2023084379,2,BE'ER SHEVA
10900516,5000,2,1,0,0,2,2023046840,2,TEL AVIV - YAFO
10910232,4000,2,1,0,0,2,2023027280,2,HAIFA
10930835,6600,2,1,0,0,2,2023045169,2,HOLON
10970141,3000,2,1,0,0,2,2023056778,2,JERUSALEM
11060231,4000,2,1,0,0,2,2023023846,2,HAIFA
11070312,9000,5,1,0,0,5,2023002810,5,BE'ER SHEVA
11080422,4000,1,1,0,1,0,2023028325,2,HAIFA
11100001,6600,2,1,0,0,2,2023024620,2,HOLON
11100006,6600,2,1,0,0,2,2023001452,2,HOLON
11100157,6600,3,1,0,0,3,2023097012,3,HOLON
11100309,6600,4,1,4,0,0,2023012736,12,HOLON
11100319,6600,2,1,0,0,2,2023034916,2,HOLON
11100351,6600,3,1,0,0,3,2023098187,3,HOLON
11100356,6600,2,1,0,0,2,2023099957,2,HOLON
11170115,7900,3,1,0,0,3,2023055331,3,PETAH TIQWA
11230642,3000,2,1,0,0,2,2023095290,2,JERUSALEM
11260012,9000,2,1,0,2,0,2023066489,4,BE'ER SHEVA
11270523,5000,2,1,0,0,2,2023036070,2,TEL AVIV - YAFO
11300414,7900,2,1,0,0,2,2023024199,2,PETAH TIQWA
11370031,7900,3,1,0,0,3,2023099565,3,PETAH TIQWA
11450534,5000,2,1,0,0,2,2023093067,2,TEL AVIV - YAFO
11460541,5000,2,1,0,0,2,2023091167,2,TEL AVIV - YAFO
11510121,7900,2,1,0,0,2,2023004947,2,PETAH TIQWA
11680521,3000,2,1,0,0,2,2023062866,2,JERUSALEM
11680545,5000,2,1,0,0,2,2023061510,2,TEL AVIV - YAFO
11720111,7900,3,1,0,0,3,2023063821,3,PETAH TIQWA
11740117,7900,4,1,0,0,4,2023066866,4,PETAH TIQWA
11760521,3000,2,1,2,0,0,2023050629,6,JERUSALEM
11790115,7900,3,1,0,0,3,2023019277,3,PETAH TIQWA
11820152,3000,2,1,0,2,0,2023012785,4,JERUSALEM
11890612,5000,2,1,0,2,0,2023093021,4,TEL AVIV - YAFO
11950611,5000,2,1,0,0,2,2023040126,2,TEL AVIV - YAFO
11960611,5000,2,1,0,0,2,2023033089,2,TEL AVIV - YAFO
12030011,8400,2,1,0,0,2,2023009691,2,REHOVOT
12050152,3000,2,1,0,2,0,2023029982,4,JERUSALEM
12090006,9600,3,1,0,0,3,2023038837,3,QIRYAT YAM
12130007,8400,5,1,0,0,5,2023092262,5,REHOVOT
12190011,8400,7,1,0,0,7,2023097197,9,REHOVOT
12260911,5000,6,1,0,6,0,2023077818,12,TEL AVIV - YAFO
12270151,3000,2,1,0,0,2,2023034558,2,JERUSALEM
12290151,3000,2,1,0,0,2,2023027877,2,JERUSALEM
12320002,8200,2,1,0,0,2,2023070666,2,QIRYAT MOTZKIN
12340005,8200,2,1,0,0,2,2023091889,2,QIRYAT MOTZKIN
12370005,9600,2,1,0,2,0,2023066317,4,QIRYAT YAM
12450001,8200,2,1,0,0,2,2023037219,2,QIRYAT MOTZKIN
12490415,3000,2,1,0,0,2,2023070205,2,JERUSALEM
12490623,5000,3,1,0,3,0,2023076909,6,TEL AVIV - YAFO
12500025,8200,2,1,0,0,2,2023043481,2,QIRYAT MOTZKIN
12500070,8200,2,1,0,0,2,2023085344,2,QIRYAT MOTZKIN
12500912,5000,2,1,0,2,0,2023026222,4,TEL AVIV - YAFO
12540003,6900,5,1,0,0,5,2023031897,5,KEFAR SAVA
12700001,6900,2,1,0,0,2,2023033955,2,KEFAR SAVA
12730533,3000,2,1,0,2,0,2023002603,4,JERUSALEM
12830122,4000,2,1,0,0,2,2023077600,2,HAIFA
12840016,7000,2,1,0,0,2,2023030103,2,LOD
12840034,7000,2,1,0,0,2,2023022511,2,LOD
12840205,7000,2,1,0,0,2,2023099822,2,LOD
12860012,6900,2,1,0,0,2,2023055741,2,KEFAR SAVA
12920551,5000,2,1,0,0,2,2023077162,2,TEL AVIV - YAFO
12960556,5000,2,1,0,0,2,2023028241,2,TEL AVIV - YAFO
13000556,5000,2,1,0,0,2,2023055334,2,TEL AVIV - YAFO
13020557,5000,2,1,0,0,2,2023061737,2,TEL AVIV - YAFO
13030222,6900,2,1,0,0,2,2023011997,2,KEFAR SAVA
13030229,6900,4,1,0,0,4,2023088020,4,KEFAR SAVA
13030310,6900,3,1,0,0,3,2023040729,3,KEFAR SAVA
13030394,6900,2,1,0,2,0,2023014928,4,KEFAR SAVA
13030396,6900,2,1,0,0,2,2023043134,2,KEFAR SAVA
13230555,5000,2,1,0,0,2,2023010013,2,TEL AVIV - YAFO
13240002,6800,4,1,0,0,4,2023053943,4,QIRYAT ATTA
13290041,6800,3,1,0,3,0,2023052310,6,QIRYAT ATTA
13290101,6800,2,1,0,2,0,2023073797,4,QIRYAT ATTA
13340815,5000,4,1,0,0,4,2023083002,4,TEL AVIV - YAFO
13430812,5000,2,1,0,0,2,2023014721,2,TEL AVIV - YAFO
13510812,5000,2,1,0,0,2,2023039033,2,TEL AVIV - YAFO
13520814,5000,2,1,0,0,2,2023010911,2,TEL AVIV - YAFO
13590511,3000,3,1,0,0,3,2023000481,3,JERUSALEM
13670412,3000,2,1,0,0,2,2023052266,2,JERUSALEM
13810413,3000,2,1,0,0,2,2023043870,2,JERUSALEM
13840413,3000,2,1,0,2,0,2023016020,4,JERUSALEM
14060423,3000,2,1,0,0,2,2023049409,2,JERUSALEM
14100422,3000,2,1,0,0,2,2023089540,2,JERUSALEM
14110423,3000,2,1,0,0,2,2023063021,2,JERUSALEM
14210415,3000,2,1,0,0,2,2023091593,2,JERUSALEM
14220421,4000,3,1,0,0,3,2023058878,3,HAIFA
14230422,3000,2,1,0,0,2,2023022594,2,JERUSALEM
14280421,3000,6,1,0,0,6,2023042384,8,JERUSALEM
14280621,4000,2,1,0,2,0,2023074764,4,HAIFA
14320411,3000,2,1,0,0,2,2023035034,2,JERUSALEM
14360714,5000,2,1,0,0,2,2023058979,2,TEL AVIV - YAFO
14390711,5000,3,1,0,0,3,2023042667,3,TEL AVIV - YAFO
14510713,5000,2,1,0,0,2,2023051938,2,TEL AVIV - YAFO
14540714,5000,2,1,0,0,2,2023018634,2,TEL AVIV - YAFO
14550714,5000,2,1,0,0,2,2023003975,2,TEL AVIV - YAFO
14560523,9000,2,1,0,0,2,2023039839,2,BE'ER SHEVA
14560714,5000,2,1,0,0,2,2023033331,2,TEL AVIV - YAFO
14570313,4000,1,1,0,0,1,2023044820,1,HAIFA
14600314,4000,2,1,0,0,2,2023095159,2,HAIFA
14620713,5000,3,1,0,0,3,2023001159,3,TEL AVIV - YAFO
14650222,4000,2,1,0,0,2,2023008035,2,HAIFA
14660012,9000,2,1,0,0,2,2023059387,2,BE'ER SHEVA
14730412,4000,2,1,2,0,0,2023005540,6,HAIFA
14730823,5000,2,1,0,0,2,2023064076,2,TEL AVIV - YAFO
14790412,4000,2,1,0,2,0,2023059740,4,HAIFA
14860411,4000,1,1,0,0,1,2023089464,1,HAIFA
14910001,9100,2,1,0,0,2,2023031358,2,NAHARIYYA
14910321,3000,2,1,0,0,2,2023054012,2,JERUSALEM
14920321,3000,2,1,0,0,2,2023080120,2,JERUSALEM
14920523,9000,2,1,0,0,2,2023004100,2,BE'ER SHEVA
14970012,9000,2,1,0,2,0,2023089651,4,BE'ER SHEVA
14970092,9100,2,1,0,0,2,2023055079,2,NAHARIYYA
14970816,5000,2,1,0,2,0,2023059649,4,TEL AVIV - YAFO
15130313,3000,2,1,0,0,2,2023097378,2,JERUSALEM
15160001,2500,2,1,0,0,2,2023057539,2,NESHER
15170817,5000,2,1,0,2,0,2023036258,4,TEL AVIV - YAFO
15200012,9000,1,1,0,1,0,2023035545,2,BE'ER SHEVA
15200315,3000,2,1,0,0,2,2023012705,2,JERUSALEM
15240927,5000,2,1,0,2,0,2023092036,4,TEL AVIV - YAFO
15270924,5000,2,1,0,2,0,2023074951,4,TEL AVIV - YAFO
15290021,9000,2,1,0,0,2,2023008031,2,BE'ER SHEVA
15330523,9000,3,1,0,0,3,2023085298,3,BE'ER SHEVA
15400023,9000,3,1,0,3,0,2023022420,6,BE'ER SHEVA
15410001,2500,3,1,0,0,3,2023047341,3,NESHER
15480001,2500,6,1,0,0,6,2023005140,8,NESHER
15530001,2500,2,1,0,0,2,2023017464,2,NESHER
15540061,9000,2,1,0,0,2,2023058531,2,BE'ER SHEVA
15560008,9600,2,1,0,0,2,2023085111,2,QIRYAT YAM
15600733,5000,2,1,0,0,2,2023026101,2,TEL AVIV - YAFO
15660009,9600,2,1,0,0,2,2023039144,2,QIRYAT YAM
15680011,9600,2,1,0,0,2,2023064958,2,QIRYAT YAM
15680126,9600,3,1,0,0,3,2023092007,3,QIRYAT YAM
15680131,9600,6,1,0,0,6,2023095130,8,QIRYAT YAM
15710009,2500,4,1,0,0,4,2023015755,4,NESHER
15710086,2500,3,1,0,0,3,2023094853,3,NESHER
15800001,9000,2,1,0,0,2,2023037968,2,BE'ER SHEVA
